,sex,height,l,m,s,lorh,z=-3,z=-2,z=-1,z=0,z=1,z=2,z=3
59,1,70.9,-0.3521,8.7815,0.08249,H,6.926611680763393,7.4803620475162225,8.095695360746785,8.7815,9.54825961996841,10.408399074141746,11.376719116145678
60,1,71.0,-0.3521,8.8036,0.0825,H,6.943851947336661,7.499045785271771,8.115990558111644,8.8036,9.572387875878016,10.434814982224292,11.405725214061256
61,1,71.1,-0.3521,8.8257,0.08252000000000001,H,6.960899171608315,7.517586718636168,8.136206295206604,8.8257,9.596615465368107,10.461454143533457,11.43510901339759
62,1,71.2,-0.3521,8.8477,0.08252999999999999,H,6.978058186016202,7.536183511415542,8.15640831899568,8.8477,9.620636226847113,10.487754315359313,11.463990296101635
63,1,71.3,-0.3521,8.8697,0.08254,H,6.995216250021732,7.5547795994496205,8.176609949658461,8.8697,9.644657482463355,10.514055601064628,11.492873469215363
64,1,71.4,-0.3521,8.8916,0.08256000000000001,H,7.012101006609767,7.5731466665038845,8.196639350718112,8.8916,9.668670074752887,10.540463277942665,11.52200763025085
65,1,71.5,-0.3521,8.9135,0.08257,H,7.0291778407272565,7.591655825922564,8.216747816838357,8.9135,9.692583824839286,10.566648802684988,11.550765946788212
66,1,71.6,-0.3521,8.9353,0.08259,H,7.045980449242417,7.609935279999601,8.236683669542714,8.9353,9.716489399622168,10.59294182552904,11.57977714212224
67,1,71.7,-0.3521,8.9571,0.0826,H,7.062976071250325,7.628357523869494,8.256698978340715,8.9571,9.74029563529096,10.619011569504508,11.608410568889608
68,1,71.8,-0.3521,8.9788,0.08262,H,7.079696554030256,7.646549381360999,8.276541291731975,8.9788,9.764094181480118,10.645189913665437,11.637298757309212
69,1,71.9,-0.3521,9.0005,0.08263,H,7.096610981703335,7.66488472274684,8.296463450427495,9.0005,9.787792893842846,10.671143857066983,11.665807261104634
70,1,72.0,-0.3521,9.0221,0.08263999999999999,H,7.1134456278277485,7.683134210242285,8.316293044530099,9.0221,9.811383345382223,10.69698033547628,11.694188013739595
71,1,72.1,-0.3521,9.0436,0.08266,H,7.1300037718631835,7.701152296180334,8.335949074240235,9.0436,9.83496682994463,10.722927051676674,11.72282632333691
72,1,72.2,-0.3521,9.0651,0.08267000000000001,H,7.146757254615238,7.719314903982186,8.355685530854046,9.0651,9.858449742595289,10.748647694720207,11.75108209455625
73,1,72.3,-0.3521,9.0865,0.08269,H,7.163233335201868,7.737245439099802,8.37524804653147,9.0865,9.881926167469768,10.774479662985495,11.779597281226659
74,1,72.4,-0.3521,9.1079,0.0827,H,7.179905672346497,7.755321180267849,8.394891372874843,9.1079,9.905301532341406,10.800084450847702,11.807728037806337
75,1,72.5,-0.3521,9.1292,0.08272,H,7.196299711802755,7.773164180947048,8.414360383558988,9.1292,9.92867088643729,10.825801646512238,11.836120060293995
76,1,72.6,-0.3521,9.1504,0.08273,H,7.212812095999579,7.791067923978043,8.43381841800009,9.1504,9.951829936224666,10.851171972515056,11.863996113509913
77,1,72.7,-0.3521,9.1716,0.08274,H,7.229323565542439,7.808970988494149,8.453276073783346,9.1716,9.974989462410809,10.876543372961695,11.891873991199896
78,1,72.8,-0.3521,9.1927,0.08276,H,7.2455554037943335,7.8266403187638565,8.47255885670893,9.1927,9.998143685954538,10.902028786978057,11.920015877076091
79,1,72.9,-0.3521,9.2137,0.08277000000000001,H,7.261906960028732,7.844371414358864,8.491831236782852,9.2137,10.021086876988761,10.927165680680536,11.947638975860452
80,1,73.0,-0.3521,9.2347,0.08277999999999999,H,7.278257610494227,7.862101837970183,8.51110324180847,9.2347,10.044030539977078,10.952303638921242,11.975263882512504
81,1,73.1,-0.3521,9.2557,0.0828,H,7.294406119393893,7.879682676733642,8.530291984790695,9.2557,10.067078368069362,10.977675806243141,12.003285200348076
82,1,73.2,-0.3521,9.2766,0.08281000000000001,H,7.310675701712007,7.897326290714902,8.549470891088088,9.2766,10.089914444332873,11.00269782237387,12.03078494638665
83,1,73.3,-0.3521,9.2974,0.08283,H,7.326663457399397,7.914734533618126,8.568474006211172,9.2974,10.112746386513185,11.02783650371158,12.05855323222487
84,1,73.4,-0.3521,9.3182,0.08284,H,7.342851991489792,7.932291352628183,8.58755982189142,9.3182,10.135474866037608,11.052742555380986,12.085927780118721
85,1,73.5,-0.3521,9.339,0.08285,H,7.359039628827245,7.949847506252277,8.606645266152006,9.339,10.158203813096934,11.077649661801564,12.113304119585566
86,1,73.6,-0.3521,9.3597,0.08287,H,7.374944128752356,7.967167311679088,8.6255543711531,9.3597,10.180929323214974,11.102675014994386,12.140951701098384
87,1,73.7,-0.3521,9.3803,0.08288,H,7.390971945420927,7.984551564627924,8.64445457750952,9.3803,10.203441888326886,11.127347510075111,12.168073085752411
88,1,73.8,-0.3521,9.401,0.08288999999999999,H,7.40707766453097,8.00202027753843,8.663446570576328,9.401,10.226063692867337,11.15213967715902,12.195325969066634
89,1,73.9,-0.3521,9.4215,0.0829,H,7.423024915182392,8.019318093975583,8.682253886796133,9.4215,10.248468407826968,11.176695634799415,12.222321180029498
90,1,74.0,-0.3521,9.442,0.08292000000000001,H,7.438766087916628,8.036463391163409,8.700976294975975,9.442,10.270979381623906,11.20149055156667,12.249720918263503
91,1,74.1,-0.3521,9.4625,0.08292999999999999,H,7.454711133920962,8.053759570613426,8.719782696750901,9.4625,10.293385249507647,11.226049112437634,12.276720555054446
92,1,74.2,-0.3521,9.4829,0.08294,H,7.47057651717758,8.070969983761298,8.738496582494577,9.4829,10.31568279634211,11.250490073554996,12.303592213777298
93,1,74.3,-0.3521,9.5032,0.08295,H,7.486362244254868,8.088094635456956,8.757117954900256,9.5032,10.337872018775254,11.274813427403464,12.330335881751118
94,1,74.4,-0.3521,9.5235,0.08297,H,7.501940169761987,8.105065483186708,8.775653698745113,9.5235,10.360168416250444,11.299377818603762,12.357487627279005
95,1,74.5,-0.3521,9.5438,0.08298,H,7.5177237145289775,8.122188514286531,8.794274165748014,9.5438,10.38235878052054,11.32370375103336,12.38423567986746
96,1,74.6,-0.3521,9.5639,0.08299,H,7.533348847746681,8.1391406909373,8.812709979243078,9.5639,10.404332026155737,11.34779340887228,12.410725950164665
97,1,74.7,-0.3521,9.5841,0.083,H,7.549051881741368,8.156177326199922,8.83123757862735,9.5841,10.426414512438981,11.37200274169473,12.437347724598538
98,1,74.8,-0.3521,9.6041,0.08301,H,7.564596517319612,8.173043116711366,8.849580529889737,9.6041,10.448279873382527,11.395975784892483,12.463711691370253
99,1,74.9,-0.3521,9.6241,0.08302000000000001,H,7.580140291702725,8.189908267970718,8.867923124173297,9.6241,10.47014568408596,11.419949843236552,12.490077383336546
100,1,75.0,-0.3521,9.644,0.08302999999999999,H,7.5956044450421825,8.206687683697195,8.886173219498142,9.644,10.491903152530968,11.44380625432502,12.516315017171621
101,1,75.1,-0.3521,9.6639,0.08305,H,7.610857826582681,8.22331108238948,8.904336445536833,9.6639,10.513769372489385,11.467907277207436,12.542966832266645
102,1,75.2,-0.3521,9.6836,0.08306000000000001,H,7.626162335286042,8.239918727217875,8.922401374905794,9.6836,10.535310369770905,11.491528877346507,12.568949175231776
103,1,75.3,-0.3521,9.7033,0.08307,H,7.641465996051067,8.256525742555088,8.940465952699984,9.7033,10.556851810131693,11.515151477710429,12.594933218316719
104,1,75.4,-0.3521,9.722999999999999,0.08307,H,7.656979984088352,8.273288447730472,8.958617218688687,9.722999999999999,10.578284722713967,11.538529965865065,12.620503919459713
105,1,75.5,-0.3521,9.7425,0.08308,H,7.672124871022756,8.289724340345893,8.976496993540035,9.7425,10.599609231689085,11.56191671302575,12.646230894140274
106,1,75.6,-0.3521,9.762,0.08309,H,7.6872689188171055,8.30615960995726,8.99437642041352,9.762,10.620934179281974,11.585304450427534,12.671959552129039
107,1,75.7,-0.3521,9.7814,0.0831,H,7.70233338282559,8.322509171537542,9.012163363595516,9.7814,10.64215076562892,11.608574498021246,12.697560080218109
108,1,75.8,-0.3521,9.8007,0.08311,H,7.717318269610231,8.338773029933446,9.02985782577836,9.8007,10.663258987376684,11.631726848285991,12.723032465711878
109,1,75.9,-0.3521,9.82,0.08312,H,7.732302326082104,8.355036271827203,9.047551943584498,9.82,10.684367643286413,11.654880178834635,12.748506517772233
110,1,76.0,-0.3521,9.8392,0.08312,H,7.747420473196236,8.371371984293505,9.065241658178879,9.8392,10.705257649269212,11.677667724601806,12.773432314629792
111,1,76.1,-0.3521,9.8583,0.08313,H,7.762245806116093,8.387464140608097,9.082750993678959,9.8583,10.726149348079002,11.70058514425842,12.798649200876879
112,1,76.2,-0.3521,9.8773,0.08313999999999999,H,7.776991581510847,8.403470608284882,9.100167856258746,9.8773,10.746932672232331,11.723384844034744,12.823737906471692
113,1,76.3,-0.3521,9.8963,0.08313999999999999,H,7.7919514227679425,8.4196355462292,9.117672962843432,9.8963,10.767605499905118,11.745935977647843,12.848405682100958
114,1,76.4,-0.3521,9.9152,0.08315,H,7.806617234641763,8.435556024700368,9.134997185123668,9.9152,10.78828065901231,11.768618429099062,12.873367005641963
115,1,76.5,-0.3521,9.9341,0.08315,H,7.8214979295077,8.451635580217841,9.15240999039223,9.9341,10.808844894171997,11.791051349091596,12.89790575790179
116,1,76.6,-0.3521,9.9528,0.08316,H,7.836005054958193,8.467385000545946,9.169549445614754,9.9528,10.82930307716648,11.813497846980724,12.922609843551468
117,1,76.7,-0.3521,9.9716,0.08316,H,7.850806607790885,8.483379176859172,9.186869951359627,9.9716,10.84975871757428,11.835812548323386,12.947019563937568
118,1,76.8,-0.3521,9.9902,0.08317000000000001,H,7.865233791585282,8.49904262413295,9.203916775255776,9.9902,10.870108724343385,11.85814177280939,12.971596225192418
119,1,76.9,-0.3521,10.0088,0.08317000000000001,H,7.8798774772495825,8.51486635066584,9.22105285381474,10.0088,10.89034696004165,11.88021955273114,12.995747061991338
120,1,77.0,-0.3521,10.0274,0.08317000000000001,H,7.894521162913882,8.53069007719873,9.238188932373703,10.0274,10.910585195739912,11.902297332652887,13.019897898790258
121,1,77.1,-0.3521,10.0459,0.08317999999999999,H,7.908868012157861,8.546267260532256,9.25514296294555,10.0459,10.930827229182949,11.92450974022789,13.044347908801052
122,1,77.2,-0.3521,10.0643,0.08317999999999999,H,7.923353839353404,8.561920543721795,9.272094617901125,10.0643,10.950848055690972,11.946350588655626,13.068239844966248
123,1,77.3,-0.3521,10.0827,0.08317999999999999,H,7.937839666548949,8.577573826911335,9.2890462728567,10.0827,10.970868882199,11.968191437083364,13.092131781131446
124,1,77.4,-0.3521,10.1011,0.08317999999999999,H,7.952325493744491,8.593227110100875,9.305997927812273,10.1011,10.990889708707023,11.990032285511099,13.116023717296642
125,1,77.5,-0.3521,10.1194,0.08317999999999999,H,7.966732593618319,8.608795321099167,9.322857454208306,10.1194,11.01080172637533,12.011754433675641,13.139785805982678
126,1,77.6,-0.3521,10.1377,0.08317999999999999,H,7.981139693492147,8.624363532097458,9.339716980604338,10.1377,11.030713744043638,12.033476581840183,13.163547894668715
127,1,77.7,-0.3521,10.1559,0.08317999999999999,H,7.9954680660442605,8.639846670904504,9.356484378440829,10.1559,11.050516952872227,12.05508002974153,13.187180135875595
128,1,77.8,-0.3521,10.1741,0.08317999999999999,H,8.009796438596373,8.655329809711546,9.37325177627732,10.1741,11.070320161700817,12.076683477642877,13.21081237708247
129,1,77.9,-0.3521,10.1923,0.08317000000000001,H,8.024346096572108,8.670976771030638,9.390110403038921,10.1923,11.090009124054083,12.098029908410757,13.234009349765637
130,1,78.0,-0.3521,10.2105,0.08317000000000001,H,8.038674864265133,8.686460202369272,9.406877963779413,10.2105,11.109812128877113,12.119632897366447,13.257640813730173
131,1,78.1,-0.3521,10.2286,0.08317000000000001,H,8.052924902465337,8.701858559909342,9.423553395065285,10.2286,11.129506325981339,12.141117188580623,13.281142434486112
132,1,78.2,-0.3521,10.2468,0.08316,H,8.06747614712901,8.717506693954887,9.44041267375264,10.2468,11.149194475033108,12.162461793509573,13.304336321929828
