m_boys_wt,s_boys_wt,m_girls_wt,s_girls_wt,m_boys_lh,s_boys_lh,m_girls_lh,s_girls_lh,m_boys_hc,s_boys_hc,m_girls_hc,s_girls_hc
0.678370059,0.158649638,0.587206125,0.158649638,3.774380684,0.044835232,3.742884636,0.044835232,31.06060028,1.142529607,30.26480865,1.142529607
0.694539607,0.158035129,0.603375733,0.158035129,3.778805733,0.04455059,3.747309446,0.04455059,31.1672287,1.13615942,30.37143898,1.13615942
0.710504293,0.157432675,0.61934042,0.157432675,3.783179522,0.044272311,3.751683474,0.044272311,31.27296257,1.129963636,30.47717285,1.129963636
0.726267576,0.156842023,0.635103643,0.156842023,3.787503242,0.044000249,3.756007195,0.044000249,31.37781143,1.12393868,30.58202171,1.12393868
0.741832674,0.156262904,0.6506688,0.156262904,3.791777849,0.043734271,3.760281801,0.043734271,31.48178673,1.118080854,30.68599701,1.118080854
0.757203043,0.155695111,0.666039109,0.155695111,3.796003819,0.043474238,3.764507771,0.043474238,31.5848999,1.112386584,30.78911018,1.112386584
0.77238214,0.155138358,0.681218266,0.155138358,3.800182343,0.043220017,3.768686295,0.043220017,31.6871624,1.106852412,30.89137268,1.106852412
0.78737247,0.154592454,0.696208537,0.154592454,3.80431366,0.042971496,3.772817612,0.042971496,31.78858185,1.101475239,30.99279022,1.101475239
0.80217737,0.15405716,0.711013496,0.15405716,3.808398962,0.042728536,3.776902914,0.042728536,31.88916779,1.096251607,31.09337807,1.096251607
0.816799998,0.153532267,0.725636065,0.153532267,3.812438965,0.042491022,3.780942917,0.042491022,31.98893547,1.091178179,31.19314384,1.091178179
0.831243217,0.153017551,0.740079284,0.153017551,3.816434383,0.042258833,3.784938335,0.042258833,32.08789063,1.086251974,31.292099,1.086251974
0.845509946,0.152512789,0.754346013,0.152512789,3.820385695,0.042031854,3.788889647,0.042031854,32.18604279,1.081469893,31.39025307,1.081469893
0.859603047,0.152017787,0.768439114,0.152017787,3.824293852,0.041809976,3.792797804,0.041809976,32.2834053,1.076828837,31.48761559,1.076828837
0.873525679,0.151532322,0.782361805,0.151532322,3.828159809,0.041593075,3.796663523,0.041593075,32.37998962,1.072325945,31.584198,1.072325945
0.887279809,0.151056245,0.796115935,0.151056245,3.831983566,0.041381061,3.800487518,0.041381061,32.47579575,1.067958355,31.68000603,1.067958355
0.900868535,0.150589332,0.809704661,0.150589332,3.835766315,0.041173823,3.804270267,0.041173823,32.57083893,1.063723326,31.77504921,1.063723326
0.914294422,0.150131419,0.823130548,0.150131419,3.839508295,0.040971261,3.808012247,0.040971261,32.66513062,1.059618115,31.86933899,1.059618115
0.927560091,0.149682298,0.836396217,0.149682298,3.843210697,0.040773269,3.811714649,0.040773269,32.75867462,1.055639982,31.962883,1.055639982
0.940668046,0.149241805,0.849504173,0.149241805,3.84687376,0.040579751,3.815377712,0.040579751,32.85148239,1.051786304,32.05569077,1.051786304
0.953620732,0.148809746,0.862456858,0.148809746,3.850498199,0.040390614,3.819001913,0.040390614,32.94356155,1.048054457,32.14776993,1.048054457
0.966420949,0.148385972,0.875257075,0.148385972,3.854084492,0.040205762,3.822588444,0.040205762,33.03492355,1.044442058,32.23913574,1.044442058
0.979070365,0.147970319,0.887906492,0.147970319,3.857633352,0.040025111,3.826137304,0.040025111,33.12557602,1.040946722,32.32978439,1.040946722
0.991571665,0.147562623,0.900407791,0.147562623,3.861145496,0.03984857,3.829649448,0.03984857,33.21552277,1.037565947,32.41973114,1.037565947
1.003927112,0.147162721,0.912763238,0.147162721,3.864621162,0.039676048,3.833125114,0.039676048,33.30477524,1.034297466,32.50898361,1.034297466
1.01613903,0.146770447,0.924975097,0.146770447,3.868061304,0.039507464,3.836565256,0.039507464,33.39334106,1.031139016,32.59754944,1.031139016
1.028209448,0.14638567,0.937045634,0.14638567,3.87146616,0.039342735,3.839969873,0.039342735,33.48122787,1.028088212,32.68543625,1.028088212
1.040140748,0.146008223,0.948976874,0.146008223,3.874836206,0.039181776,3.843340158,0.039181776,33.5684433,1.025142908,32.77265167,1.025142908
1.051935196,0.145637974,0.960771322,0.145637974,3.878172398,0.039024513,3.84667635,0.039024513,33.65499878,1.022301078,32.85920715,1.022301078
1.063594341,0.145274773,0.972430408,0.145274773,3.881474733,0.038870871,3.849978685,0.038870871,33.74089432,1.019560575,32.94510651,1.019560575
1.07512033,0.144918486,0.983956456,0.144918486,3.884744167,0.038720772,3.853247881,0.038720772,33.82614517,1.016919255,33.03035355,1.016919255
1.086515427,0.14456898,0.995351553,0.14456898,3.8879807,0.038574144,3.856484652,0.038574144,33.91075134,1.014375329,33.11496353,1.014375329
1.097781539,0.144226119,1.006617546,0.144226119,3.891185284,0.038430911,3.859689236,0.038430911,33.99472809,1.011926651,33.19893646,1.011926651
1.108920455,0.143889785,1.017756462,0.143889785,3.894358397,0.038291007,3.86286211,0.038291007,34.07807541,1.009571433,33.28228378,1.009571433
1.119934082,0.143559828,1.028770208,0.143559828,3.897500038,0.038154364,3.86600399,0.038154364,34.16080093,1.007307649,33.36501312,1.007307649
1.130824685,0.14323613,1.039660811,0.14323613,3.900611162,0.038020905,3.869115114,0.038020905,34.24291992,1.00513351,33.4471283,1.00513351
1.141593456,0.142918587,1.050429583,0.142918587,3.903692007,0.03789058,3.872195959,0.03789058,34.32442856,1.003047347,33.52863693,1.003047347
1.152242422,0.142607078,1.061078548,0.142607078,3.906742811,0.037763312,3.875246763,0.037763312,34.40533829,1.001047254,33.60954666,1.001047254
1.162773371,0.14230147,1.071609497,0.14230147,3.909764528,0.037639048,3.87826848,0.037639048,34.48565674,0.99913156,33.68986511,0.99913156
1.17318809,0.142001659,1.082024097,0.142001659,3.912757158,0.037517723,3.88126111,0.037517723,34.56538773,0.997298598,33.7695961,0.997298598
1.183488131,0.14170754,1.092324138,0.14170754,3.915721178,0.037399277,3.88422513,0.037399277,34.64453506,0.995546758,33.84874725,0.995546758
1.19367516,0.141418993,1.102511287,0.141418993,3.918657303,0.037283648,3.887161016,0.037283648,34.72311401,0.993874311,33.92732239,0.993874311
1.203751326,0.141135916,1.112587333,0.141135916,3.921565533,0.037170783,3.890069485,0.037170783,34.80112457,0.992279708,34.00533676,0.992279708
1.213717341,0.140858218,1.122553468,0.140858218,3.924446583,0.037060626,3.892950296,0.037060626,34.87857437,0.990761459,34.08278275,0.990761459
1.223575354,0.14058578,1.132411361,0.14058578,3.927300453,0.036953121,3.895804405,0.036953121,34.95546722,0.989318073,34.15967941,0.989318073
1.233326674,0.140318513,1.1421628,0.140318513,3.930127859,0.036848214,3.898631811,0.036848214,35.03181458,0.987947941,34.23602295,0.987947941
1.24297297,0.140056312,1.151808977,0.140056312,3.932929277,0.036745857,3.901433229,0.036745857,35.10761261,0.986649752,34.3118248,0.986649752
1.252515554,0.139799088,1.161351681,0.139799088,3.935704708,0.036645994,3.90420866,0.036645994,35.18287659,0.985421956,34.38708496,0.985421956
1.261956215,0.139546737,1.170792222,0.139546737,3.938454866,0.036548574,3.906958818,0.036548574,35.25761032,0.984263241,34.4618187,0.984263241
1.271296263,0.139299184,1.180132389,0.139299184,3.941179991,0.036453549,3.909683943,0.036453549,35.33181763,0.983172178,34.536026,0.983172178
1.28053689,0.139056325,1.189373016,0.139056325,3.94388032,0.036360875,3.912384272,0.036360875,35.4054985,0.982147455,34.60971069,0.982147455
1.289679527,0.138818085,1.198515654,0.138818085,3.946556091,0.036270499,3.915060043,0.036270499,35.47866821,0.98118782,34.6828804,0.98118782
1.298725724,0.13858436,1.207561851,0.13858436,3.949208021,0.036182381,3.917711973,0.036182381,35.55132675,0.980291963,34.75553894,0.980291963
1.307676792,0.138355091,1.216512799,0.138355091,3.951836348,0.036096476,3.920340061,0.036096476,35.62348175,0.97945857,34.82769394,0.97945857
1.316533804,0.138130173,1.22536993,0.138130173,3.954441071,0.036012735,3.922945023,0.036012735,35.69513702,0.978686512,34.89934921,0.978686512
1.325298429,0.137909546,1.234134555,0.137909546,3.957022905,0.035931118,3.925526619,0.035931118,35.7663002,0.977974474,34.97050858,0.977974474
1.333971858,0.137693107,1.242807984,0.137693107,3.959581852,0.035851583,3.928085804,0.035851583,35.8369751,0.977321267,35.04118347,0.977321267
1.342555046,0.13748081,1.251391172,0.13748081,3.962118387,0.035774089,3.930622339,0.035774089,35.90716171,0.976725876,35.11137009,0.976725876
1.351049542,0.137272552,1.25988555,0.137272552,3.964632988,0.035698593,3.93313694,0.035698593,35.97687149,0.97618705,35.18107986,0.97618705
1.359456301,0.137068257,1.268292308,0.137068257,3.967125654,0.035625059,3.935629368,0.035625059,36.04610443,0.975703716,35.25031662,0.975703716
1.367776632,0.136867881,1.276612759,0.136867881,3.969596624,0.035553448,3.938100576,0.035553448,36.11487198,0.975274742,35.31908035,0.975274742
1.376011729,0.136671335,1.284847736,0.136671335,3.972046614,0.035483722,3.940550566,0.035483722,36.18317032,0.974899113,35.38738251,0.974899113
1.384162664,0.136478543,1.292998791,0.136478543,3.974475622,0.035415839,3.942979336,0.035415839,36.25101089,0.974575758,35.45522308,0.974575758
1.392230868,0.136289433,1.301066995,0.136289433,3.976883888,0.035349768,3.94538784,0.035349768,36.31840134,0.974303663,35.52260971,0.974303663
1.400217056,0.136103958,1.309053183,0.136103958,3.97927165,0.035285477,3.947775602,0.035285477,36.38533401,0.974081814,35.58954239,0.974081814
1.40812242,0.135922045,1.316958427,0.135922045,3.981639385,0.035222922,3.950143337,0.035222922,36.45182419,0.973909199,35.65603256,0.973909199
1.415948033,0.135743633,1.32478416,0.135743633,3.983987331,0.035162076,3.952491283,0.035162076,36.51786804,0.973784924,35.72208023,0.973784924
1.423694968,0.135568649,1.332531095,0.135568649,3.986315727,0.035102904,3.954819441,0.035102904,36.58347702,0.973707974,35.78768921,0.973707974
1.431364417,0.135397047,1.340200543,0.135397047,3.988624573,0.03504537,3.957128525,0.03504537,36.64865494,0.973677456,35.85286331,0.973677456
1.438957214,0.135228738,1.347793341,0.135228738,3.990914583,0.03498945,3.959418297,0.03498945,36.71340179,0.973692417,35.91761398,0.973692417
1.446474671,0.135063693,1.355310678,0.135063693,3.99318552,0.034935102,3.961689472,0.034935102,36.77772903,0.973752022,35.98193741,0.973752022
1.453917265,0.134901837,1.362753391,0.134901837,3.995438099,0.034882303,3.963942051,0.034882303,36.84162903,0.973855376,36.04584122,0.973855376
1.461286187,0.134743124,1.370122313,0.134743124,3.997672319,0.034831025,3.966176033,0.034831025,36.90511703,0.974001646,36.10932541,0.974001646
1.468582511,0.134587482,1.377418637,0.134587482,3.999888182,0.034781229,3.968392134,0.034781229,36.96818924,0.974189937,36.17240143,0.974189937
1.47580719,0.134434879,1.384643197,0.134434879,4.002086639,0.034732893,3.970590353,0.034732893,37.03085709,0.974419475,36.23506546,0.974419475
1.482960939,0.134285241,1.391797066,0.134285241,4.004266739,0.034685992,3.972770929,0.034685992,37.09311676,0.974689424,36.29732513,0.974689424
1.490044832,0.134138525,1.398880959,0.134138525,4.006430149,0.034640487,3.974933863,0.034640487,37.15497971,0.974998951,36.35918808,0.974998951
1.497059941,0.133994669,1.405896068,0.133994669,4.008575916,0.034596361,3.977079868,0.034596361,37.21644211,0.97534734,36.4206543,0.97534734
1.504006743,0.133853644,1.41284287,0.133853644,4.010704994,0.034553587,3.979208946,0.034553587,37.27751541,0.975733876,36.48172379,0.975733876
1.510886312,0.133715376,1.419722319,0.133715376,4.012816906,0.034512132,3.981321096,0.034512132,37.33819962,0.976157665,36.54240799,0.976157665
1.517699361,0.133579835,1.426535487,0.133579835,4.014912605,0.034471978,3.983416557,0.034471978,37.39849472,0.976618111,36.60270691,0.976618111
1.524446964,0.133446977,1.433283091,0.133446977,4.016992092,0.034433097,3.985496044,0.034433097,37.45841217,0.977114379,36.66262054,0.977114379
1.531129956,0.133316725,1.439965963,0.133316725,4.019055367,0.034395464,3.98755908,0.034395464,37.51794815,0.977645874,36.72216034,0.977645874
1.537748814,0.133189067,1.44658494,0.133189067,4.021102428,0.034359053,3.98960638,0.034359053,37.57711411,0.97821182,36.78132248,0.97821182
