,sex,age,l,m,s,loh,z=-3,z=-2,z=-1,z=0,z=1,z=2,z=3
61,1,61,1,58.4384,0.034230000000000003,L,52.43736070400001,54.437707136,56.438053568,58.4384,60.438746432,62.439092864,64.439439296
62,1,62,1,58.5463,0.0342,L,52.53944962,54.54173308,56.54401654,58.5463,60.54858346,62.550866920000004,64.55315038
63,1,63,1,58.6536,0.03416,L,52.642779071999996,54.646386048,56.649993024,58.6536,60.657206976,62.66081395199999,64.664420928
64,1,64,1,58.7603,0.03412,L,52.745595692,54.750497128,56.755398564,58.7603,60.765201436,62.770102872,64.775004308
65,1,65,1,58.8664,0.034089999999999995,L,52.846133272,54.852888848,56.859644424,58.8664,60.873155575999995,62.87991115199999,64.88666672800001
66,1,66,1,58.9718,0.03405,L,52.947830630000006,54.95582042,56.96381021,58.9718,60.97978979,62.98777958,64.99576937
67,1,67,1,59.0766,0.03402,L,53.047242204,55.057028136,57.066814068,59.0766,61.086385932,63.096171864000006,65.105957796
68,1,68,1,59.1808,0.03398,L,53.147909248,55.158872832,57.169836415999995,59.1808,61.19176358399999,63.202727167999996,65.21369075199999
69,1,69,1,59.2843,0.03395,L,53.246194045,55.25889603,57.271598015,59.2843,61.297001984999994,63.30970397000001,65.32240595500001
70,1,70,1,59.3872,0.03392,L,53.343958528,55.358372351999996,57.372786176000005,59.3872,61.401613823999995,63.416027648,65.430441472
71,1,71,1,59.4894,0.03388,L,53.442897384000005,55.458398256,57.473899128,59.4894,61.504900872,63.520401744000004,65.535902616
72,1,72,1,59.591,0.03385,L,53.53953395,55.5566893,57.57384465,59.591,61.60815535,63.62531070000001,65.64246605
73,1,73,1,59.692,0.033819999999999996,L,53.63564968,55.65443312,57.67321656,59.692,61.71078344,63.72956687999999,65.74835032
74,1,74,1,59.7923,0.03379,L,53.731154549,55.751536365999996,57.771918183,59.7923,61.812681817,63.833063634,65.853445451
75,1,75,1,59.891999999999996,0.03375,L,53.82793499999999,55.849289999999996,57.870644999999996,59.891999999999996,61.913354999999996,63.93470999999999,65.956065
76,1,76,1,59.99100000000001,0.03372,L,53.922310440000004,55.94520696000001,57.96810348000001,59.99100000000001,62.01389652,64.03679304,66.05968956
77,1,77,1,60.0894,0.03369,L,54.016164341999996,56.040576228,58.064988113999995,60.0894,62.113811886,64.138223772,66.162635658
78,1,78,1,60.1872,0.03366,L,54.109496543999995,56.13539769599999,58.161298847999994,60.1872,62.213101152,64.239002304,66.264903456
79,1,79,1,60.2843,0.03363,L,54.202216973,56.229577982,58.256938991,60.2843,62.311661009000005,64.33902201800001,66.366383027
80,1,80,1,60.3808,0.0336,L,54.29441536,56.32321024,58.35200512,60.3808,62.40959488000001,64.43838975999999,66.46718464
81,1,81,1,60.4767,0.033569999999999996,L,54.386091543000006,56.416294362,58.446497181000005,60.4767,62.506902819000004,64.537105638,66.56730845700001
82,1,82,1,60.5719,0.03354,L,54.477155421999996,56.508736948,58.540318473999996,60.5719,62.603481525999996,64.635063052,66.66664457799999
83,1,83,1,60.6665,0.033510000000000005,L,54.567696755,56.60063117,58.633565585,60.6665,62.69943441499999,64.73236883,66.765303245
84,1,84,1,60.7605,0.03348,L,54.65771538,56.69197692,58.726238460000005,60.7605,62.794761539999996,64.82902308,66.86328462
85,1,85,1,60.8539,0.03345,L,54.74721113500001,56.782774090000004,58.81833704500001,60.8539,62.889462955,64.92502591,66.960588865
86,1,86,1,60.9466,0.03342,L,54.83609388399999,56.872929256,58.909764628,60.9466,62.983435371999995,65.020270744,67.057106116
87,1,87,1,61.0388,0.0334,L,54.92271224,56.961408160000005,59.00010408,61.0388,63.07749592000001,65.11619184,67.15488776000001
88,1,88,1,61.1303,0.03337,L,55.010545666999995,57.050463777999994,59.090381889,61.1303,63.17021811099999,65.210136222,67.250054333
89,1,89,1,61.2212,0.033339999999999995,L,55.097855576,57.138970384000004,59.180085192,61.2212,63.262314808,65.303429616,67.344544424
90,1,90,1,61.3115,0.03331,L,55.184641805000005,57.226927870000004,59.269213935,61.3115,63.353786065,65.39607213,67.438358195
91,1,91,1,61.4013,0.03329,L,55.269152169,57.313201446,59.357250723,61.4013,63.445349277,65.489398554,67.53344783099999
92,1,92,1,61.4904,0.033260000000000005,L,55.354887888,57.400058592,59.445229296,61.4904,63.53557070400001,65.580741408,67.625912112
93,1,93,1,61.57899999999999,0.03323,L,55.44018948999999,57.486459659999994,59.532729829999994,61.57899999999999,63.62527017,65.67154033999999,67.71781050999999
94,1,94,1,61.667,0.03321,L,55.52311679,57.57107786,59.61903893,61.667,63.71496107,65.76292214,67.81088321000001
95,1,95,1,61.7543,0.03318,L,55.607276978,57.656284652000004,59.705292326,61.7543,63.803307674,65.852315348,67.901323022
96,1,96,1,61.8411,0.03316,L,55.689147371999994,57.73979824799999,59.790449124,61.8411,63.891750876,65.942401752,67.993052628
97,1,97,1,61.9274,0.03313,L,55.772435714,57.824090476,59.875745238,61.9274,63.979054762000004,66.030709524,68.082364286
98,1,98,1,62.013000000000005,0.03311,L,55.85324871,57.90649914000001,59.95974957000001,62.013000000000005,64.06625043,66.11950086,68.17275129
99,1,99,1,62.0981,0.03308,L,55.935484556000006,57.989689704,60.043894852,62.0981,64.152305148,66.206510296,68.260715444
100,1,100,1,62.1826,0.03306,L,56.015329732,58.071086488000006,60.126843244,62.1826,64.238356756,66.294113512,68.349870268
101,1,101,1,62.2665,0.033030000000000004,L,56.096512515,58.15317501,60.209837505,62.2665,64.323162495,66.37982499,68.436487485
102,1,102,1,62.3499,0.033010000000000005,L,56.175389403000004,58.233559602,60.291729801,62.3499,64.408070199,66.466240398,68.524410597
103,1,103,1,62.4327,0.03298,L,56.25560866199999,58.314639107999994,60.373669553999996,62.4327,64.49173044599999,66.550760892,68.609791338
104,1,104,1,62.5149,0.03296,L,56.333426688,58.393917791999996,60.454408896,62.5149,64.575391104,66.635882208,68.696373312
105,1,105,1,62.5966,0.03294,L,56.410803988,58.472735992000004,60.534667996,62.5966,64.658532004,66.720464008,68.78239601199999
106,1,106,1,62.6778,0.03291,L,56.489620806,58.552347204,60.615073601999995,62.6778,64.740526398,66.803252796,68.86597919399999
107,1,107,1,62.7584,0.032889999999999996,L,56.566028672,58.630152448000004,60.694276224000006,62.7584,64.82252377600001,66.886647552,68.950771328
108,1,108,1,62.8384,0.032869999999999996,L,56.641905376000004,58.707403584,60.772901792000006,62.8384,64.903898208,66.969396416,69.034894624
109,1,109,1,62.918,0.03284,L,56.719318640000004,58.785545760000005,60.85177288,62.918,64.98422712,67.05045424,69.11668136
110,1,110,1,62.9969,0.03282,L,56.794225225999995,58.86178348399999,60.929341742,62.9969,65.064458258,67.132016516,69.199574774
111,1,111,1,63.0754,0.0328,L,56.86878064,58.93765376,61.006526879999996,63.0754,65.14427312,67.21314624000001,69.28201936
112,1,112,1,63.1533,0.032780000000000004,L,56.942804478,59.012969651999995,61.083134826,63.1533,65.223465174,67.29363034800001,69.363795522
113,1,113,1,63.2307,0.032760000000000004,L,57.016386804,59.087824536,61.159262268,63.2307,65.30213773199999,67.373575464,69.44501319599999
114,1,114,1,63.3076,0.03273,L,57.091426756000004,59.163484504,61.235542252,63.3076,65.379657748,67.451715496,69.523773244
115,1,115,1,63.3839,0.03271,L,57.16403789299999,59.23732526199999,61.310612631,63.3839,65.457187369,67.530474738,69.603762107
116,1,116,1,63.4598,0.03269,L,57.236297414,59.310798276,61.385299138,63.4598,65.53430086200001,67.608801724,69.683302586
117,1,117,1,63.5351,0.03267,L,57.308024849000006,59.383716566000004,61.459408283,63.5351,65.610791717,67.686483434,69.762175151
118,1,118,1,63.6099,0.03265,L,57.379310295,59.45617353,61.533036765000006,63.6099,65.686763235,67.76362646999999,69.840489705
119,1,119,1,63.6842,0.03263,L,57.450153662,59.528169108,61.606184553999995,63.6842,65.762215446,67.84023089200001,69.918246338
120,1,120,1,63.758,0.03261,L,57.520554860000004,59.59970324,61.67885162,63.758,65.83714838,67.91629676000001,69.99544514000002
121,1,121,1,63.8313,0.03259,L,57.590513799,59.670775866,61.751037933,63.8313,65.91156206699999,67.991824134,70.07208620099999
122,1,122,1,63.9041,0.03257,L,57.660030389,59.741386926000004,61.822743463,63.9041,65.985456537,68.066813074,70.148169611
123,1,123,1,63.9765,0.03255,L,57.729194775,59.811629849999996,61.894064925,63.9765,66.05893507500001,68.14137015,70.223805225
124,1,124,1,64.0483,0.03253,L,57.797826402999995,59.881317601999996,61.964808801000004,64.0483,66.13179119899999,68.21528239799999,70.29877359700001
125,1,125,1,64.1197,0.032510000000000004,L,57.86610565899999,59.950637105999995,62.03516855299999,64.1197,66.204231447,68.288762894,70.37329434099999
126,1,126,1,64.1906,0.03249,L,57.933942218000006,60.019494812,62.105047406000004,64.1906,66.276152594,68.361705188,70.447257782
127,1,127,1,64.26100000000001,0.03247,L,58.00133599000001,60.08789066000001,62.17444533000001,64.26100000000001,66.34755467000001,68.43410934,70.52066401
128,1,128,1,64.331,0.03245,L,58.068377149999996,60.15591810000001,62.243459050000006,64.331,66.41854095000001,68.5060819,70.59362285
129,1,129,1,64.4006,0.03243,L,58.135065626,60.223577084,62.312088542,64.4006,66.489111458,68.577622916,70.66613437400001
130,1,130,1,64.4697,0.03241,L,58.201311069,60.290774046,62.380237023,64.4697,66.559162977,68.64862595400001,70.738088931
131,1,131,1,64.5383,0.032389999999999995,L,58.26711338900001,60.35750892600001,62.44790446300001,64.5383,66.628695537,68.719091074,70.80948661100001
132,1,132,1,64.6066,0.03238,L,58.330714876,60.422676583999994,62.514638292,64.6066,66.698561708,68.790523416,70.882485124
133,1,133,1,64.6744,0.03236,L,58.395809248,60.488672832000006,62.581536416000006,64.6744,66.767263584,68.860127168,70.952990752
134,1,134,1,64.7418,0.03234,L,58.460550564,60.554300376,62.64805018799999,64.7418,66.835549812,68.92929962400001,71.02304943600001
135,1,135,1,64.8088,0.03232,L,58.524938752000004,60.619559168,62.71417958400001,64.8088,66.903420416,68.998040832,71.092661248
136,1,136,1,64.8755,0.0323,L,58.589064050000005,60.6845427,62.780021350000005,64.8755,66.97097865,69.0664573,71.16193595
137,1,137,1,64.9417,0.03229,L,58.650797520999994,60.747765014,62.844732506999996,64.9417,67.03866749299999,69.135634986,71.232602479
138,1,138,1,65.0075,0.03227,L,58.71412392499999,60.81191594999999,62.90970797499999,65.0075,67.105292025,69.20308405,71.30087607499999
139,1,139,1,65.07300000000001,0.03225,L,58.777187250000004,60.875791500000005,62.974395750000006,65.07300000000001,67.17160425,69.27020850000001,71.36881275000002
140,1,140,1,65.138,0.03223,L,58.83980678000001,60.939204520000004,63.038602260000005,65.138,67.23739774,69.33679548,71.43619322
141,1,141,1,65.2027,0.03222,L,58.900207017999996,61.00103801199999,63.101869005999994,65.2027,67.30353099399998,69.40436198799999,71.505192982
142,1,142,1,65.2671,0.0322,L,58.96229814,61.06389876,63.16549938,65.2671,67.36870062,69.47030124,71.57190186
143,1,143,1,65.331,0.03218,L,59.023945260000005,61.12629684,63.228648420000006,65.331,67.43335158000001,69.53570316,71.63805474
144,1,144,1,65.3946,0.03217,L,59.083367154,61.187111436,63.290855717999996,65.3946,67.498344282,69.602088564,71.70583284599999
145,1,145,1,65.4579,0.03215,L,59.144485544999995,61.24895702999999,63.353428515,65.4579,67.56237148499999,69.66684296999999,71.771314455
146,1,146,1,65.5208,0.032139999999999995,L,59.203284464,61.309122976,63.414961487999996,65.5208,67.626638512,69.73247702399999,71.838315536
147,1,147,1,65.5834,0.032119999999999996,L,59.263783575999994,61.370322384,63.476861191999994,65.5834,67.689938808,69.796477616,71.903016424
148,1,148,1,65.6456,0.0321,L,59.32392872,61.43115248,63.53837624,65.6456,67.75282376,69.86004752000001,71.96727128
149,1,149,1,65.7075,0.03209,L,59.381838975,61.49039265,63.598946325,65.7075,67.81605367499999,69.92460734999999,72.033161025
150,1,150,1,65.76899999999999,0.03207,L,59.44136450999999,61.55057633999999,63.65978816999999,65.76899999999999,67.87821183,69.98742365999999,72.09663548999998
151,1,151,1,65.8303,0.032060000000000005,L,59.49874174599999,61.609261163999996,63.719780582,65.8303,67.94081941799999,70.05133883599999,72.161858254
152,1,152,1,65.8912,0.03204,L,59.557737855999996,61.668891904,63.780045952,65.8912,68.002354048,70.11350809599999,72.22466214399999
153,1,153,1,65.9518,0.03203,L,59.614491538,61.726927692000004,63.839363846000005,65.9518,68.064236154,70.17667230800001,72.289108462
154,1,154,1,66.0121,0.032010000000000004,L,59.672958037,61.786005358000004,63.89905267900001,66.0121,68.12514732100001,70.238194642,72.351241963
155,1,155,1,66.0721,0.032,L,59.72917840000001,61.8434856,63.95779280000001,66.0721,68.1864072,70.3007144,72.41502160000002
156,1,156,1,66.1317,0.03198,L,59.787024702,61.901916467999996,64.016808234,66.1317,68.246591766,70.361483532,72.476375298
157,1,157,1,66.1911,0.03197,L,59.84271159900001,61.958841066000005,64.074970533,66.1911,68.30722946700001,70.423358934,72.539488401
158,1,158,1,66.2502,0.03196,L,59.898130824000006,62.01548721600001,64.132843608,66.2502,68.36755639200001,70.484912784,72.60226917600001
159,1,159,1,66.3089,0.031939999999999996,L,59.95518120199999,62.073087468,64.190993734,66.3089,68.426806266,70.54471253199999,72.662618798
160,1,160,1,66.3674,0.03193,L,60.010066754,62.129177836000004,64.248288918,66.3674,68.486511082,70.60562216400001,72.724733246
161,1,161,1,66.4256,0.03191,L,60.066677312,62.186318208,64.30595910400001,66.4256,68.54524089600001,70.664881792,72.78452268800001
162,1,162,1,66.4835,0.0319,L,60.121029050000004,62.24185270000001,64.36267635,66.4835,68.60432365000001,70.72514730000002,72.84597095
163,1,163,1,66.5412,0.031889999999999995,L,60.17520339600001,62.297202264000006,64.41920113200001,66.5412,68.663198868,70.785197736,72.90719660399999
164,1,164,1,66.5985,0.031869999999999996,L,60.231017415000004,62.35351161,64.476005805,66.5985,68.720994195,70.84348838999999,72.965982585
165,1,165,1,66.6556,0.03186,L,60.28465775200001,62.408305168000005,64.53195258400001,66.6556,68.779247416,70.902894832,73.02654224800001
166,1,166,1,66.7125,0.03185,L,60.338120625,62.462913750000006,64.58770687500001,66.7125,68.837293125,70.96208625000001,73.08687937500001
167,1,167,1,66.7691,0.031830000000000004,L,60.39331864099999,62.51857909399999,64.643839547,66.7691,68.89436045299999,71.019620906,73.144881359
168,1,168,1,66.8254,0.03182,L,60.446247316000004,62.572631544,64.69901577200001,66.8254,68.951784228,71.078168456,73.204552684
169,1,169,1,66.8815,0.031810000000000005,L,60.498998455,62.62649897,64.75399948500001,66.8815,69.00900051500001,71.13650103,73.264001545
170,1,170,1,66.9373,0.0318,L,60.551481579999994,62.680087719999996,64.80869385999999,66.9373,69.06590614,71.19451228,73.32311841999999
171,1,171,1,66.993,0.03179,L,60.603877589999996,62.733585059999996,64.86329253,66.993,69.12270747,71.25241494,73.38212241
172,1,172,1,67.0483,0.03177,L,60.657926527,62.788051018,64.918175509,67.0483,69.178424491,71.30854898199999,73.438673473
173,1,173,1,67.1035,0.031760000000000004,L,60.70987852,62.84108568,64.97229284,67.1035,69.23470716,71.36591432,73.49712148
174,1,174,1,67.1584,0.03175,L,60.761562399999995,62.8938416,65.0261208,67.1584,69.2906792,71.4229584,73.5552376
175,1,175,1,67.2132,0.03174,L,60.813159096,62.946506064000005,65.079853032,67.2132,69.34654696800001,71.479893936,73.61324090400001
176,1,176,1,67.2677,0.03173,L,60.864487637,62.998891758000006,65.133295879,67.2677,69.40210412100001,71.53650824200001,73.67091236300001
177,1,177,1,67.3219,0.03171,L,60.917567653,63.052345102,65.187122551,67.3219,69.456677449,71.591454898,73.72623234699999
178,1,178,1,67.376,0.0317,L,60.968542400000004,63.104361600000004,65.2401808,67.376,69.5118192,71.6476384,73.7834576
179,1,179,1,67.4299,0.031689999999999996,L,61.019339407000004,63.156192938000004,65.293046469,67.4299,69.566753531,71.703607062,73.840460593
180,1,180,1,67.4836,0.03168,L,61.069958656,63.207839103999994,65.34571955199999,67.4836,69.62148044799999,71.759360896,73.897241344
181,1,181,1,67.5371,0.03167,L,61.120400129,63.259300085999996,65.398200043,67.5371,69.675999957,71.814899914,73.953799871
182,1,182,1,67.5904,0.03166,L,61.170663808,63.310575872,65.450487936,67.5904,69.730312064,71.870224128,74.010136192
183,1,183,1,67.6435,0.03165,L,61.22074967500001,63.36166645,65.50258322500001,67.6435,69.784416775,71.92533354999999,74.06625032500001
184,1,184,1,67.6964,0.031639999999999995,L,61.270657711999995,63.412571807999996,65.554485904,67.6964,69.83831409599999,71.980228192,74.12214228799999
185,1,185,1,67.7491,0.03163,L,61.320387901,63.463291934,65.60619596699999,67.7491,69.892004033,72.034908066,74.177812099
186,1,186,1,67.8017,0.03162,L,61.370030738000004,63.513920492,65.657810246,67.8017,69.945589754,72.089479508,74.233369262
187,1,187,1,67.8541,0.03161,L,61.419495697,63.564363798,65.709231899,67.8541,69.998968101,72.143836202,74.288704303
188,1,188,1,67.9062,0.0316,L,61.468692239999996,63.61452816,65.76036408,67.9062,70.05203592000001,72.19787183999999,74.34370776
189,1,189,1,67.9583,0.03159,L,61.51789190899999,63.66469460599999,65.811497303,67.9583,70.10510269699999,72.25190539399999,74.39870809099999
190,1,190,1,68.0101,0.031580000000000004,L,61.56682312599999,63.71458208399999,65.862341042,68.0101,70.15785895799999,72.305617916,74.453376874
191,1,191,1,68.0618,0.03157,L,61.61566692200001,63.764377948,65.913088974,68.0618,70.210511026,72.359222052,74.50793307800001
192,1,192,1,68.1133,0.031560000000000005,L,61.66433275599999,63.813988503999994,65.963644252,68.1133,70.262955748,72.412611496,74.562267244
193,1,193,1,68.1647,0.03155,L,61.71291114499999,63.86350742999999,66.014103715,68.1647,70.31529628499999,72.46589257,74.616488855
194,1,194,1,68.2158,0.03154,L,61.761221004,63.912747336,66.064273668,68.2158,70.36732633199999,72.51885266400001,74.670378996
195,1,195,1,68.2669,0.03153,L,61.80953392900001,63.961989286000005,66.114444643,68.2669,70.41935535700001,72.57181071400001,74.724266071
196,1,196,1,68.3177,0.03152,L,61.857578288000006,64.010952192,66.164326096,68.3177,70.47107390400001,72.624447808,74.777821712
197,1,197,1,68.3685,0.03152,L,61.90357464,64.05854976,66.21352488,68.3685,70.52347512,72.67845023999999,74.83342535999999
198,1,198,1,68.419,0.03151,L,61.951351929999994,64.10723462,66.26311731,68.419,70.57488269,72.73076538000001,74.88664806999999
199,1,199,1,68.4695,0.0315,L,61.999132249999995,64.1559215,66.31271075,68.4695,70.62628925,72.78307849999999,74.93986775
200,1,200,1,68.5198,0.03149,L,62.046734494,64.204422996,66.362111498,68.5198,70.677488502,72.835177004,74.992865506
201,1,201,1,68.5699,0.03148,L,62.094158644000004,64.252739096,66.41131954800001,68.5699,70.728480452,72.887060904,75.045641356
202,1,202,1,68.6199,0.03147,L,62.141495241,64.300963494,66.460431747,68.6199,70.77936825300002,72.938836506,75.09830475899999
203,1,203,1,68.6698,0.03147,L,62.18668418199999,64.347722788,66.50876139399999,68.6698,70.830838606,72.99187721199999,75.15291581799998
204,1,204,1,68.7195,0.03146,L,62.23375358999999,64.39566906,66.55758453,68.7195,70.88141547,73.04333094,75.20524640999999
205,1,205,1,68.7691,0.03145,L,62.280735415,64.44352361,66.60631180499999,68.7691,70.931888195,73.09467638999999,75.257464585
206,1,206,1,68.8186,0.031439999999999996,L,62.327629648000006,64.491286432,66.654943216,68.8186,70.982256784,73.14591356800001,75.309570352
207,1,207,1,68.8679,0.031439999999999996,L,62.372279672000005,64.537486448,66.702693224,68.8679,71.033106776,73.19831355200002,75.363520328
