,sex,length,l,m,s,lorh,z=-3,z=-2,z=-1,z=0,z=1,z=2,z=3
310,1,76.0,-0.3521,9.7033,0.08307,L,7.641465996051067,8.256525742555088,8.940465952699984,9.7033,10.556851810131693,11.515151477710429,12.594933218316719
311,1,76.1,-0.3521,9.722999999999999,0.08307,L,7.656979984088352,8.273288447730472,8.958617218688687,9.722999999999999,10.578284722713967,11.538529965865065,12.620503919459713
312,1,76.2,-0.3521,9.7425,0.08308,L,7.672124871022756,8.289724340345893,8.976496993540035,9.7425,10.599609231689085,11.56191671302575,12.646230894140274
313,1,76.3,-0.3521,9.762,0.08309,L,7.6872689188171055,8.30615960995726,8.99437642041352,9.762,10.620934179281974,11.585304450427534,12.671959552129039
314,1,76.4,-0.3521,9.7814,0.0831,L,7.70233338282559,8.322509171537542,9.012163363595516,9.7814,10.64215076562892,11.608574498021246,12.697560080218109
315,1,76.5,-0.3521,9.8007,0.08311,L,7.717318269610231,8.338773029933446,9.02985782577836,9.8007,10.663258987376684,11.631726848285991,12.723032465711878
316,1,76.6,-0.3521,9.82,0.08312,L,7.732302326082104,8.355036271827203,9.047551943584498,9.82,10.684367643286413,11.654880178834635,12.748506517772233
317,1,76.7,-0.3521,9.8392,0.08312,L,7.747420473196236,8.371371984293505,9.065241658178879,9.8392,10.705257649269212,11.677667724601806,12.773432314629792
318,1,76.8,-0.3521,9.8583,0.08313,L,7.762245806116093,8.387464140608097,9.082750993678959,9.8583,10.726149348079002,11.70058514425842,12.798649200876879
319,1,76.9,-0.3521,9.8773,0.08313999999999999,L,7.776991581510847,8.403470608284882,9.100167856258746,9.8773,10.746932672232331,11.723384844034744,12.823737906471692
320,1,77.0,-0.3521,9.8963,0.08313999999999999,L,7.7919514227679425,8.4196355462292,9.117672962843432,9.8963,10.767605499905118,11.745935977647843,12.848405682100958
